21.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
19.0,, Some-college,10,, Own-child, White, Male,0.0,0,30, United-States, <=50K
29.0, Private, Assoc-acdm,12, Exec-managerial, Own-child, White, Male,0.0,0,40, United-States, <=50K
51.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, >50K
35.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,0,40, United-States, >50K
50.0, Federal-gov, HS-grad,9, Adm-clerical, Husband, White, Male,0.0,0,48, United-States, <=50K
57.0, Private, HS-grad,9, Other-service, Husband, Black, Male,0.0,0,48, England, <=50K
31.0, Private, Some-college,10, Handlers-cleaners, Husband, White, Male,0.0,0,45, United-States, <=50K
32.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,50, United-States, <=50K
66.0, Private, HS-grad,9, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0,40, United-States, <=50K
36.0, Private, 12th,8, Craft-repair, Husband, Other, Male,0.0,0,40, United-States, <=50K
18.0, Private, 11th,7, Prof-specialty, Own-child, White, Male,0.0,0,20, United-States, <=50K
, Private, 10th,6, Handlers-cleaners, Other-relative, Black, Male,0.0,0,40, United-States, <=50K
58.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,48, United-States, <=50K
49.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,1485,40, United-States, >50K
55.0, Local-gov, 10th,6, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, <=50K
24.0, State-gov, Masters,14, Prof-specialty, Not-in-family, White, Male,0.0,0,13, United-States, <=50K
56.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,55, United-States, >50K
71.0, Private, Bachelors,13, Craft-repair, Not-in-family, White, Male,11678.0,0,45, United-States, >50K
37.0, Self-emp-inc, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
29.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Own-child, White, Male,0.0,0,65, United-States, <=50K
57.0, Local-gov, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
30.0, Self-emp-not-inc, HS-grad,9, Prof-specialty, Husband, White, Male,0.0,1977,15, United-States, >50K
28.0, Private, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,50, United-States, <=50K
26.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,48, United-States, <=50K
39.0, Private, Some-college,10, Farming-fishing, Unmarried, White, Female,0.0,0,45, United-States, <=50K
51.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Husband, White, Male,3137.0,0,60, United-States, <=50K
17.0, Local-gov, 11th,7, Prof-specialty, Own-child, Black, Male,0.0,0,15, United-States, <=50K
35.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
49.0, Self-emp-not-inc, HS-grad,9, Other-service, Unmarried, White, Female,0.0,0,40, United-States, <=50K
21.0, Private, Some-college,10, Exec-managerial, Not-in-family, Black, Male,0.0,0,48, Mexico, <=50K
42.0,, Some-college,10,, Husband, White, Male,0.0,0,60, United-States, <=50K
19.0,, Some-college,10,, Own-child, White, Male,0.0,0,35, United-States, <=50K
28.0, Private, HS-grad,9, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
62.0, Local-gov, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
42.0, Self-emp-not-inc, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, <=50K
68.0,, Some-college,10,, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
30.0, Self-emp-not-inc, 11th,7, Craft-repair, Not-in-family, White, Male,0.0,0,45, United-States, >50K
35.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,0,40, United-States, >50K
55.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
49.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,,0,35, United-States, <=50K
66.0, Private, Masters,14, Sales, Husband, White, Male,0.0,0,50, United-States, <=50K
18.0, Private, Some-college,10, Sales, Not-in-family, White, Female,0.0,0,30, United-States, <=50K
62.0, Local-gov, Doctorate,16, Prof-specialty, Unmarried, White, Female,0.0,0,40, Iran, <=50K
23.0, Private, HS-grad,9, Adm-clerical, Other-relative, White, Female,0.0,0,35, United-States, <=50K
28.0,, HS-grad,9,, Wife, White, Female,3103.0,0,20, United-States, <=50K
49.0, Local-gov, Some-college,10, Protective-serv, Husband, White, Male,0.0,0,40, United-States, <=50K
30.0, Local-gov, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
25.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Female,0.0,0,22, United-States, <=50K
30.0,, 10th,6,, Unmarried, White, Male,0.0,0,40, United-States, <=50K
30.0, Private, 11th,7, Farming-fishing, Husband, White, Male,0.0,0,60, Mexico, <=50K
31.0, Private, 12th,8, Transport-moving, Unmarried, Black, Male,0.0,0,40, United-States, <=50K
30.0, Private, 9th,5, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
25.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, <=50K
33.0, Private, Assoc-voc,11, Machine-op-inspct, Husband, White, Male,0.0,0,50, United-States, <=50K
35.0, Private, 12th,8, Other-service, Husband, Black, Male,0.0,0,40, United-States, <=50K
21.0, Private, HS-grad,9, Protective-serv, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
21.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Male,0.0,0,40, United-States, <=50K
42.0, Self-emp-not-inc, Doctorate,16, Prof-specialty, Not-in-family, White, Female,0.0,0,45, United-States, <=50K
32.0, Private, Some-college,10, Craft-repair, Not-in-family, White, Male,4650.0,0,45, United-States, <=50K
37.0, Self-emp-not-inc, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, <=50K
, State-gov, Some-college,10, Sales, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
41.0, Private, Masters,14, Exec-managerial, Unmarried, White, Female,0.0,0,45, United-States, <=50K
59.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Sales, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
19.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,20, United-States, <=50K
54.0, Self-emp-not-inc, Prof-school,15, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999.0,0,50, Philippines, >50K
25.0, Private, 10th,6, Other-service, Own-child, White, Female,0.0,0,35, United-States, <=50K
30.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
51.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,0.0,1876,40, United-States, <=50K
49.0, Private, Some-college,10, Tech-support, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
56.0, Private, 7th-8th,4, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
53.0, Private, Some-college,10, Prof-specialty, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Prof-specialty, Own-child, White, Male,0.0,0,20, United-States, <=50K
19.0, Local-gov, Some-college,10, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
52.0, Self-emp-inc, HS-grad,9, Exec-managerial, Unmarried, White, Male,0.0,0,38, United-States, <=50K
17.0, Private, 11th,7, Handlers-cleaners, Own-child, White, Male,0.0,0,30, United-States, <=50K
70.0, Private, 9th,5, Machine-op-inspct, Wife, White, Female,2653.0,0,40, United-States, <=50K
38.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,2202.0,0,45, United-States, <=50K
17.0, Private, 11th,7, Protective-serv, Own-child, White, Female,0.0,0,30, United-States, <=50K
51.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,50, United-States, <=50K
37.0, Private, HS-grad,9, Machine-op-inspct, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
47.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,36, United-States, <=50K
35.0, Private, 5th-6th,3, Handlers-cleaners, Husband, White, Male,0.0,0,40, Mexico, <=50K
49.0, Self-emp-not-inc, Bachelors,13, Sales, Unmarried, White, Female,0.0,0,40, United-States, <=50K
30.0, Private, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,48, United-States, <=50K
36.0, Private, Bachelors,13, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
60.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,55, United-States, <=50K
19.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
41.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
27.0,, 5th-6th,3,, Wife, White, Female,0.0,0,40, Mexico, <=50K
, Self-emp-inc, Some-college,10, Transport-moving, Husband, White, Male,0.0,0,40, United-States, >50K
72.0, Self-emp-not-inc, Some-college,10, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
46.0, Private, Masters,14, Prof-specialty, Husband, White, Male,7688.0,0,46, United-States, >50K
21.0, Local-gov, 12th,8, Handlers-cleaners, Unmarried, Black, Female,0.0,0,20, United-States, <=50K
52.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
26.0, Private, Some-college,10, Transport-moving, Husband, White, Male,7298.0,0,55, United-States, >50K
40.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,50, United-States, <=50K
48.0, Private, Assoc-acdm,12, Sales, Husband, White, Male,0.0,1902,40, United-States, >50K
33.0, Self-emp-inc, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
38.0, Private, Some-college,10, Adm-clerical, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
35.0, Federal-gov, Bachelors,13, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
47.0, Federal-gov, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
48.0, State-gov, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,50, United-States, <=50K
72.0, Local-gov, Doctorate,16, Exec-managerial, Husband, White, Male,0.0,1258,40, United-States, <=50K
17.0, Private, 10th,6, Sales, Own-child, White, Female,0.0,0,15, United-States, <=50K
50.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
18.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Female,0.0,0,25, United-States, <=50K
31.0, Private, HS-grad,9, Sales, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
25.0,, 11th,7,, Own-child, White, Male,0.0,0,40, United-States, <=50K
, Private, HS-grad,9, Exec-managerial, Other-relative, White, Female,0.0,0,40, United-States, <=50K
46.0, Federal-gov, Some-college,10, Tech-support, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
45.0, Private, Masters,14, Exec-managerial, Husband, White, Male,7298.0,0,50, United-States, >50K
51.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Male,0.0,0,40, Haiti, <=50K
26.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, Poland, <=50K
38.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, <=50K
42.0, Federal-gov, Some-college,10, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0.0,0,40, United-States, <=50K
53.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, >50K
25.0, Private, HS-grad,9, Tech-support, Husband, White, Male,0.0,0,84, United-States, <=50K
19.0, Private, Some-college,10, Sales, Own-child, White, Female,0.0,0,25, United-States, <=50K
24.0, Private, Bachelors,13, Tech-support, Not-in-family, White, Male,0.0,0,55, United-States, <=50K
42.0, Private, Bachelors,13, Tech-support, Husband, White, Male,0.0,0,50, United-States, >50K
39.0, Private, HS-grad,9, Machine-op-inspct, Unmarried, White, Male,0.0,0,48, United-States, <=50K
59.0, Private, Some-college,10, Prof-specialty, Unmarried, White, Male,0.0,0,40, United-States, <=50K
30.0, Private, 11th,7, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0,40, Mexico, <=50K
32.0, Private, Bachelors,13, Craft-repair, Husband, White, Male,0.0,0,70, Mexico, <=50K
50.0, Self-emp-not-inc, Some-college,10, Exec-managerial, Wife, White, Female,0.0,0,30, United-States, <=50K
39.0, Private, 11th,7, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
19.0,, Some-college,10,, Own-child, White, Female,0.0,0,20, United-States, <=50K
20.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
34.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
42.0, Federal-gov, Bachelors,13, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
59.0, Private, Assoc-acdm,12, Exec-managerial, Unmarried, White, Female,0.0,0,40, United-States, <=50K
26.0, Private, Bachelors,13, Prof-specialty, Not-in-family, Black, Female,0.0,0,45, United-States, <=50K
26.0, Private, Assoc-voc,11, Adm-clerical, Wife, White, Female,0.0,0,40, United-States, >50K
46.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,17, United-States, <=50K
28.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
43.0, Private, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
18.0, Private, 12th,8, Farming-fishing, Own-child, White, Male,0.0,0,55, United-States, <=50K
31.0, Private, HS-grad,9, Farming-fishing, Unmarried, White, Male,0.0,0,45, United-States, <=50K
50.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
27.0, Self-emp-not-inc, Some-college,10, Other-service, Wife, White, Female,0.0,0,50, United-States, <=50K
44.0, Local-gov, Assoc-voc,11, Tech-support, Unmarried, Asian-Pac-Islander, Male,0.0,0,40, United-States, <=50K
, Private, 12th,8, Adm-clerical, Not-in-family, White, Female,0.0,0,30, United-States, <=50K
48.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
22.0, Private, 10th,6, Craft-repair, Not-in-family, White, Male,0.0,0,30, United-States, <=50K
64.0, Federal-gov, HS-grad,9, Prof-specialty, Husband, White, Male,0.0,0,8, United-States, <=50K
32.0, Private, Some-college,10, Exec-managerial, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
52.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,15024.0,0,55, United-States, >50K
65.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,2346.0,0,40, United-States, <=50K
50.0, Private, 7th-8th,4, Other-service, Other-relative, White, Female,0.0,0,40, United-States, <=50K
32.0, Private, Bachelors,13, Prof-specialty, Unmarried, White, Female,0.0,0,40, United-States, <=50K
61.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Female,0.0,0,40, United-States, <=50K
19.0, Private, Some-college,10, Sales, Own-child, White, Male,0.0,0,20, United-States, <=50K
57.0, Private, 7th-8th,4, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Other-service, Own-child, White, Male,0.0,0,40, United-States, <=50K
33.0, Local-gov, Assoc-voc,11, Protective-serv, Not-in-family, White, Male,0.0,0,56, United-States, <=50K
38.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Female,0.0,0,30, United-States, <=50K
34.0, Private, HS-grad,9, Exec-managerial, Other-relative, White, Male,0.0,0,50, United-States, <=50K
47.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
, State-gov, 12th,8, Other-service, Wife, White, Female,0.0,0,40, United-States, <=50K
25.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
76.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
39.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
34.0, Private, 10th,6, Machine-op-inspct, Not-in-family, Black, Male,0.0,0,60, United-States, <=50K
49.0, Private, Assoc-acdm,12, Sales, Husband, White, Male,15024.0,0,60, United-States, >50K
43.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,30, United-States, <=50K
35.0, Private, HS-grad,9, Handlers-cleaners, Other-relative, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,20, United-States, <=50K
37.0, Private, Some-college,10, Tech-support, Own-child, Black, Female,0.0,0,40, United-States, <=50K
24.0, Private, HS-grad,9, Handlers-cleaners, Other-relative, White, Male,0.0,0,40, United-States, <=50K
53.0, Private, 10th,6, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
34.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
24.0, Private, 10th,6, Handlers-cleaners, Unmarried, White, Female,0.0,0,58, United-States, <=50K
17.0, Private, 11th,7, Sales, Own-child, White, Female,0.0,0,15, United-States, <=50K
24.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
37.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,20, Canada, >50K
32.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Male,0.0,0,30, United-States, <=50K
34.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,4416.0,0,30, United-States, <=50K
35.0, Private, HS-grad,9, Tech-support, Not-in-family, White, Female,1151.0,0,40, United-States, <=50K
54.0, Private, 1st-4th,2, Transport-moving, Husband, White, Male,0.0,0,50, United-States, <=50K
28.0, Private, 7th-8th,4, Sales, Other-relative, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, HS-grad,9, Other-service, Own-child, White, Male,0.0,0,40, United-States, <=50K
41.0, Private, HS-grad,9, Transport-moving, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
30.0, Private, 10th,6, Transport-moving, Husband, White, Male,0.0,0,55, United-States, <=50K
53.0, Private, HS-grad,9, Priv-house-serv, Not-in-family, White, Female,0.0,0,20, United-States, <=50K
42.0, Private, Bachelors,13, Prof-specialty, Wife, White, Female,0.0,0,55, United-States, <=50K
